id,name,verdict,language,runtime,rank,date_of_submit
11385,Da Vinci Code,Accepted,C++,0.008,354,2011-05-02 22:31
11385,Da Vinci Code,Accepted,C++,0.008,353,2011-05-02 22:31
11385,Da Vinci Code,PresentationE,C++,0.012,-,2011-05-02 22:29
353,Pesky Palindromes,Accepted,C++,0.012,1261,2011-05-01 18:27
353,Pesky Palindromes,Compile error,C++,0.000,-,2011-05-01 07:59
371,Ackermann Functions,Time limit,C++,3.000,-,2011-04-30 19:41
11455,Behold my quadrangle,Accepted,C++,0.016,3010,2011-04-30 17:46
11455,Behold my quadrangle,Compile error,C++,0.000,-,2011-04-30 17:44
11455,Behold my quadrangle,Compile error,C++,0.000,-,2011-04-30 17:40
490,Rotating Sentences,Accepted,C++,0.008,3720,2011-04-28 18:19
11244,Counting Stars,Accepted,C++,0.016,433,2011-04-28 05:50
11723,Numbering Roads,Accepted,C++,0.024,2132,2011-04-27 15:02
713,Adding Reversed Numbers,Accepted,C++,0.008,2777,2011-04-26 08:10
11965,Extra Spaces,Accepted,C++,0.012,559,2011-04-24 17:49
414,Machined Surfaces,Wrong answer,C++,0.012,-,2011-04-23 13:25
11909,Soya Milk,Accepted,C++,0.008,229,2011-04-22 16:01
11909,Soya Milk,Wrong answer,C++,0.016,-,2011-04-22 15:40
11909,Soya Milk,Wrong answer,C++,0.012,-,2011-04-22 15:06
11909,Soya Milk,Wrong answer,C++,0.016,-,2011-04-22 15:02
11955,Binomial Theorem,Accepted,C++,0.012,190,2011-04-21 08:45
11955,Binomial Theorem,Wrong answer,C++,0.012,-,2011-04-21 08:31
11955,Binomial Theorem,Wrong answer,C++,0.008,-,2011-04-21 08:26
10533,Digit Primes,Accepted,C++,0.340,1133,2011-04-19 06:29
10533,Digit Primes,Wrong answer,C++,0.340,-,2011-04-19 00:01
10533,Digit Primes,Wrong answer,C++,0.344,-,2011-04-18 23:33
11984,A Change in Thermal Unit,Accepted,C++,0.008,1067,2011-04-17 21:31
11942,Lumberjack Sequencing,Accepted,C++,0.020,4809,2011-04-15 13:28
11946,Code Number,Accepted,C++,0.036,1524,2011-04-15 12:56
11965,Extra Spaces,PresentationE,C++,0.009,-,2011-04-14 16:26
11965,Extra Spaces,PresentationE,C++,0.013,-,2011-04-14 16:00
382,Perfection,Accepted,C++,0.008,5954,2011-04-14 15:39
382,Perfection,Wrong answer,C++,0.008,-,2011-04-14 15:35
11965,Extra Spaces,Wrong answer,C++,0.013,-,2011-04-14 09:51
11965,Extra Spaces,PresentationE,C++,0.009,-,2011-04-14 09:48
11958,Coming Home,Accepted,C++,0.012,371,2011-04-13 22:57
11958,Coming Home,Wrong answer,C++,0.008,-,2011-04-13 22:39
11958,Coming Home,Wrong answer,C++,0.016,-,2011-04-13 22:22
11958,Coming Home,Wrong answer,C++,0.008,-,2011-04-13 22:16
10062,Tell me the frequencies!,Accepted,C++,0.008,2768,2011-04-12 20:18
10062,Tell me the frequencies!,Wrong answer,C++,0.012,-,2011-04-12 20:04
10062,Tell me the frequencies!,Runtime error,C++,0.000,-,2011-04-12 20:03
10062,Tell me the frequencies!,Wrong answer,C++,0.008,-,2011-04-12 19:51
10062,Tell me the frequencies!,Wrong answer,C++,0.012,-,2011-04-12 19:48
10062,Tell me the frequencies!,Wrong answer,C++,0.012,-,2011-04-12 18:13
11936,The Lazy Lumberjacks,Accepted,C++,0.008,868,2011-04-10 20:00
11677,Alarm Clock,Accepted,C++,0.008,1303,2011-04-10 19:18
11677,Alarm Clock,Wrong answer,C++,0.020,-,2011-04-10 19:13
11716,Digital Fortress,Accepted,C++,0.024,2021,2011-04-09 13:36
11716,Digital Fortress,Runtime error,C++,0.000,-,2011-04-09 13:34
11716,Digital Fortress,Runtime error,C++,0.000,-,2011-04-09 13:33
11716,Digital Fortress,Compile error,C++,0.000,-,2011-04-09 13:32
353,Pesky Palindromes,Wrong answer,C++,0.008,-,2011-04-09 12:47
11408,Count DePrimes,Time limit,C++,3.000,-,2011-04-08 22:37
10038,Jolly Jumpers,Accepted,C++,0.012,5426,2011-04-08 13:56
10038,Jolly Jumpers,Wrong answer,C++,0.012,-,2011-04-08 12:55
10297,Beavergnaw,Accepted,C++,0.008,1550,2011-04-08 01:14
10490,Mr. Azad and his Son!!!!!,Accepted,C++,0.008,990,2011-04-06 20:32
294,Divisors,Accepted,C++,0.016,334,2011-04-06 19:13
294,Divisors,Wrong answer,C++,0.012,-,2011-04-06 19:02
11849,CD,Accepted,C++,0.792,733,2011-04-06 18:38
10327,Flip Sort,Accepted,C++,0.080,3675,2011-04-04 20:03
11849,CD,Compile error,C++,0.000,-,2011-04-04 19:46
11849,CD,Compile error,C++,0.000,-,2011-04-04 17:29
11849,CD,Compile error,C++,0.000,-,2011-04-04 17:24
10474,Where is the Marble?,Accepted,C++,0.252,1894,2011-04-04 17:02
568,Just the Facts,Accepted,C++,0.008,3024,2011-04-04 16:37
10948,The primary problem,Accepted,C++,0.560,1682,2011-04-03 23:49
10948,The primary problem,PresentationE,C++,0.512,-,2011-04-03 23:48
10948,The primary problem,Wrong answer,C++,0.532,-,2011-04-03 23:47
10948,The primary problem,Time limit,C++,3.000,-,2011-04-03 23:45
11436,Cubes - EXTREME!!!,Time limit,C++,4.000,-,2011-04-03 21:22
11428,Cubes,Accepted,C++,0.008,468,2011-04-03 21:13
713,Adding Reversed Numbers,Wrong answer,C++,0.008,-,2011-04-02 01:22
713,Adding Reversed Numbers,Runtime error,C++,0.000,-,2011-04-02 01:21
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-04-02 01:19
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-04-02 00:52
10055,Hashmat the Brave Warrior,Wrong answer,C++,0.064,-,2011-04-02 00:24
573,The Snail,Accepted,C++,0.008,3619,2011-04-01 11:19
573,The Snail,Wrong answer,C++,0.008,-,2011-04-01 07:44
573,The Snail,Wrong answer,C++,0.008,-,2011-04-01 07:42
573,The Snail,Wrong answer,C++,0.012,-,2011-04-01 07:37
10006,Carmichael Numbers,Accepted,C++,0.032,466,2011-03-31 19:11
967,Circular,Accepted,C++,0.116,60,2011-03-31 17:03
10699,Count the factors,Accepted,C++,0.036,2544,2011-03-31 16:39
10699,Count the factors,Wrong answer,C++,0.008,-,2011-03-31 16:37
10699,Count the factors,Wrong answer,C++,0.012,-,2011-03-31 16:36
583,Prime Factors,Accepted,C++,0.148,165,2011-03-31 16:28
583,Prime Factors,Wrong answer,C++,0.144,-,2011-03-31 16:18
583,Prime Factors,Wrong answer,C++,0.116,-,2011-03-31 14:46
583,Prime Factors,Wrong answer,C++,0.120,-,2011-03-31 14:42
465,Overflow,Accepted,C++,0.016,3066,2011-03-30 20:30
967,Circular,Wrong answer,C++,0.112,-,2011-03-30 17:30
967,Circular,Wrong answer,C++,0.124,-,2011-03-30 17:19
967,Circular,Time limit,C++,3.000,-,2011-03-29 17:31
11877,The Coco-Cola Store,Accepted,C++,0.012,2364,2011-03-29 15:10
11877,The Coco-Cola Store,Time limit,C++,1.000,-,2011-03-29 15:07
11150,Cola,Accepted,C++,0.008,2375,2011-03-29 15:05
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-28 23:07
11428,Cubes,Accepted,C++,0.388,2424,2011-03-28 21:50
10338,Mischievous Children,Accepted,C++,0.048,678,2011-03-27 20:45
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-27 20:09
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-27 20:06
10235,Simply Emirp,Accepted,C++,0.016,469,2011-03-27 19:49
10055,Hashmat the Brave Warrior,Accepted,C++,0.068,9952,2011-03-25 21:25
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-03-25 21:22
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-03-25 21:21
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-25 12:46
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-25 12:44
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-25 12:34
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-25 12:13
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-25 12:11
713,Adding Reversed Numbers,Compile error,C++,0.000,-,2011-03-25 12:08
10070,Leap Year or Not Leap Year and ...,Accepted,C++,0.020,2541,2011-03-25 09:10
10070,Leap Year or Not Leap Year and ...,Wrong answer,C++,0.020,-,2011-03-25 08:55
10070,Leap Year or Not Leap Year and ...,Wrong answer,C++,0.024,-,2011-03-25 08:51
10235,Simply Emirp,Accepted,C++,0.012,291,2011-03-24 21:36
10235,Simply Emirp,Wrong answer,C++,0.012,-,2011-03-24 21:29
10235,Simply Emirp,Wrong answer,C++,0.012,-,2011-03-24 21:21
10235,Simply Emirp,Wrong answer,C++,0.012,-,2011-03-24 21:12
11152,Colourful Flowers,Accepted,C++,0.036,494,2011-03-24 20:40
10195,The Knights Of The Round Table,Accepted,C++,0.008,395,2011-03-24 19:17
438,The Circumference of the Circle,Accepted,C++,0.008,3838,2011-03-24 19:05
190,Circle Through Three Points,Accepted,C++,0.008,2695,2011-03-24 18:53
10038,Jolly Jumpers,Wrong answer,C++,0.012,-,2011-03-24 15:22
10790,How Many Points of Intersection?,Wrong answer,C++,0.008,-,2011-03-24 13:57
10790,How Many Points of Intersection?,Wrong answer,C++,0.008,-,2011-03-24 13:54
10324,Zeros and Ones,Compile error,ANSI C,0.000,-,2011-03-23 22:14
10324,Zeros and Ones,Wrong answer,C++,0.248,-,2011-03-23 22:14
494,Kindergarten Counting Game,Accepted,ANSI C,0.004,7505,2011-03-23 21:57
494,Kindergarten Counting Game,Accepted,C++,0.008,9881,2011-03-23 21:54
494,Kindergarten Counting Game,Wrong answer,C++,0.008,-,2011-03-22 15:14
11437,Triangle Fun,Accepted,C++,0.008,139,2011-03-22 10:42
11437,Triangle Fun,Wrong answer,C++,0.056,-,2011-03-22 10:37
10678,The Grazing Cow,Accepted,C++,0.008,1490,2011-03-22 07:26
11541,Decoding,Accepted,C++,0.008,965,2011-03-21 21:19
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-21 13:42
10079,Pizza Cutting,Accepted,C++,0.008,5445,2011-03-20 23:58
10079,Pizza Cutting,Accepted,C++,0.008,5444,2011-03-20 23:58
10110,Light, more light,Accepted,C++,0.024,956,2011-03-20 23:52
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-20 23:36
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-20 23:21
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-20 23:15
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-20 23:02
414,Machined Surfaces,Runtime error,C++,0.000,-,2011-03-20 23:01
414,Machined Surfaces,Wrong answer,C++,0.008,-,2011-03-20 22:57
11900,Boiled Eggs,Accepted,C++,0.008,475,2011-03-20 19:52
579,Clock Hands,Accepted,C++,0.036,1515,2011-03-20 17:52
11878,Homework Checker,Accepted,C++,0.012,1006,2011-03-20 13:28
371,Ackermann Functions,Wrong answer,C++,0.132,-,2011-03-20 10:57
100,The 3n + 1 problem,Accepted,C++,0.496,15511,2011-03-20 10:11
100,The 3n + 1 problem,Accepted,C++,0.488,15443,2011-03-20 10:10
11577,Letter Frequency,Accepted,C++,0.096,1900,2011-03-20 04:19
11577,Letter Frequency,Wrong answer,C++,0.092,-,2011-03-20 04:11
11577,Letter Frequency,Time limit,C++,1.000,-,2011-03-16 11:17
11577,Letter Frequency,Wrong answer,C++,0.116,-,2011-03-16 11:15
10008,What's Cryptanalysis?,Accepted,C++,0.016,10230,2011-03-16 11:00
465,Overflow,Wrong answer,C++,0.008,-,2011-03-16 08:57
465,Overflow,Wrong answer,C++,0.012,-,2011-03-16 08:43
621,Secret Research,Accepted,C++,0.016,5196,2011-03-12 21:15
10324,Zeros and Ones,Compile error,ANSI C,0.000,-,2011-03-12 19:07
10070,Leap Year or Not Leap Year and ...,Wrong answer,C++,0.020,-,2011-03-12 18:05
10070,Leap Year or Not Leap Year and ...,Wrong answer,C++,0.028,-,2011-03-12 13:12
10070,Leap Year or Not Leap Year and ...,Wrong answer,C++,0.028,-,2011-03-12 13:00
10070,Leap Year or Not Leap Year and ...,Wrong answer,C++,0.024,-,2011-03-12 12:38
100,The 3n + 1 problem,Wrong answer,C++,0.716,-,2011-03-12 11:28
100,The 3n + 1 problem,Wrong answer,C++,0.700,-,2011-03-12 11:24
10324,Zeros and Ones,Wrong answer,C++,0.228,-,2011-03-12 11:04
10324,Zeros and Ones,Wrong answer,C++,0.232,-,2011-03-11 14:30
10324,Zeros and Ones,Wrong answer,C++,0.020,-,2011-03-11 14:29
10324,Zeros and Ones,Wrong answer,C++,0.236,-,2011-03-11 14:20
10324,Zeros and Ones,Wrong answer,C++,0.236,-,2011-03-11 14:07
10533,Digit Primes,Accepted,C++,2.444,2916,2011-03-11 09:40
10533,Digit Primes,Wrong answer,C++,2.480,-,2011-03-11 09:32
10533,Digit Primes,Wrong answer,C++,0.368,-,2011-03-11 09:25
10533,Digit Primes,Wrong answer,C++,0.372,-,2011-03-11 09:12
941,Permutations,Time limit,C++,3.000,-,2011-03-09 23:43
941,Permutations,Time limit,C++,3.000,-,2011-03-09 23:33
10948,The primary problem,Time limit,C++,3.000,-,2011-03-09 21:58
11799,Horror Dash,Accepted,C++,0.016,6644,2011-03-09 21:44
11799,Horror Dash,Wrong answer,C++,0.040,-,2011-03-09 21:38
11799,Horror Dash,Runtime error,C++,0.000,-,2011-03-09 21:38
146,ID Codes,Accepted,C++,0.016,8580,2011-03-09 18:42
146,ID Codes,Wrong answer,C++,0.016,-,2011-03-09 18:40
10450,World Cup Noise,Accepted,C++,0.016,3357,2011-03-09 16:34
100,The 3n + 1 problem,Wrong answer,C++,0.280,-,2011-03-09 16:29
100,The 3n + 1 problem,Wrong answer,C++,0.284,-,2011-03-09 16:25
465,Overflow,Wrong answer,C++,0.012,-,2011-03-09 00:46
10533,Digit Primes,Wrong answer,C++,0.336,-,2011-03-08 19:51
10533,Digit Primes,Time limit,C++,3.000,-,2011-03-08 19:49
10533,Digit Primes,Wrong answer,C++,0.104,-,2011-03-08 19:46
10533,Digit Primes,Time limit,C++,3.000,-,2011-03-08 19:36
11734,Big Number of Teams will Solve This,Accepted,C++,0.012,1344,2011-03-06 20:22
11764,Jumping Mario,Wrong answer,C++,0.016,-,2011-03-06 20:22
10925,Krakovia,Wrong answer,C++,0.016,-,2011-03-05 23:05
10925,Krakovia,Wrong answer,C++,0.012,-,2011-03-05 22:25
10925,Krakovia,Wrong answer,C++,0.024,-,2011-03-05 22:23
10925,Krakovia,Wrong answer,C++,0.012,-,2011-03-05 20:32
10925,Krakovia,Time limit,C++,3.000,-,2011-03-05 19:57
10450,World Cup Noise,Wrong answer,C++,0.008,-,2011-03-05 19:09
10450,World Cup Noise,Wrong answer,C++,0.008,-,2011-03-05 19:07
10862,Connect the Cable Wires,Accepted,C++,0.044,270,2011-03-05 18:16
10474,Where is the Marble?,Wrong answer,C++,0.124,-,2011-03-05 16:02
10474,Where is the Marble?,Runtime error,C++,0.000,-,2011-03-05 16:00
11000,Bee,Accepted,C++,0.012,3829,2011-03-05 14:57
537,Artificial Intelligence?,Accepted,C++,0.016,3421,2011-03-05 13:19
11734,Big Number of Teams will Solve This,Wrong answer,C++,0.024,-,2011-03-05 13:10
10018,Reverse and Add,Accepted,C++,0.040,11574,2011-03-03 20:50
11734,Big Number of Teams will Solve This,Wrong answer,C++,0.016,-,2011-03-03 19:03
11734,Big Number of Teams will Solve This,Wrong answer,C++,0.012,-,2011-03-03 18:56
11879,Multiple of 17,Accepted,C++,0.016,1689,2011-03-03 12:55
11875,Brick Game,Accepted,C++,0.012,3042,2011-03-02 23:57
621,Secret Research,Wrong answer,C++,0.016,-,2011-03-02 21:41
10499,The Land of Justice,Accepted,C++,0.064,2937,2011-03-01 20:59
10499,The Land of Justice,Wrong answer,C++,0.068,-,2011-03-01 20:51
10499,The Land of Justice,Wrong answer,C++,0.076,-,2011-03-01 20:49
10499,The Land of Justice,Wrong answer,C++,0.076,-,2011-03-01 20:48
10499,The Land of Justice,Wrong answer,C++,0.072,-,2011-03-01 20:43
10405,Longest Common Subsequence,Accepted,C++,0.024,3463,2011-03-01 18:49
900,Brick Wall Patterns,Accepted,C++,0.048,5724,2011-03-01 02:37
900,Brick Wall Patterns,Wrong answer,C++,0.044,-,2011-03-01 02:36
10812,Beat the Spread!,Accepted,C++,0.020,10868,2011-03-01 02:17
10812,Beat the Spread!,Wrong answer,C++,0.016,-,2011-03-01 02:12
11877,The Coco-Cola Store,Wrong answer,C++,0.012,-,2011-03-01 01:51
11805,Bafana Bafana,Accepted,C++,0.020,5248,2011-03-01 00:48
11636,Hello World!,Accepted,C++,0.020,5444,2011-02-28 18:55
11636,Hello World!,Wrong answer,C++,0.016,-,2011-02-28 18:51
11764,Jumping Mario,Accepted,C++,0.016,6573,2011-02-28 18:24
11764,Jumping Mario,Compile error,C++,0.000,-,2011-02-28 18:24
10405,Longest Common Subsequence,Compile error,C++,0.000,-,2011-02-28 15:04
10347,Medians,Accepted,C++,0.020,2844,2011-02-28 00:13
10347,Medians,Wrong answer,C++,0.012,-,2011-02-28 00:11
10195,The Knights Of The Round Table,Wrong answer,C++,0.016,-,2011-02-27 23:50
10195,The Knights Of The Round Table,Wrong answer,C++,0.732,-,2011-02-27 23:43
10195,The Knights Of The Round Table,Wrong answer,C++,0.016,-,2011-02-27 23:32
10195,The Knights Of The Round Table,Wrong answer,C++,0.016,-,2011-02-27 23:31
10432,Polygon Inside A Circle,Accepted,C++,0.020,4963,2011-02-27 23:21
10432,Polygon Inside A Circle,Wrong answer,C++,0.016,-,2011-02-27 23:18
10432,Polygon Inside A Circle,Wrong answer,C++,0.012,-,2011-02-27 23:16
10432,Polygon Inside A Circle,Wrong answer,C++,0.012,-,2011-02-27 23:15
10432,Polygon Inside A Circle,Wrong answer,C++,0.008,-,2011-02-27 23:12
10432,Polygon Inside A Circle,Wrong answer,C++,0.020,-,2011-02-27 23:10
10432,Polygon Inside A Circle,Wrong answer,C++,0.008,-,2011-02-27 22:59
10405,Longest Common Subsequence,Compile error,C++,0.000,-,2011-02-27 22:15
100,The 3n + 1 problem,Wrong answer,C++,0.420,-,2011-02-27 22:06
100,The 3n + 1 problem,Wrong answer,C++,0.404,-,2011-02-27 22:03
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-27 22:01
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-27 22:00
100,The 3n + 1 problem,Wrong answer,C++,0.416,-,2011-02-27 21:41
10311,Goldbach and Euler,Time limit,C++,10.000,-,2011-02-26 22:40
10311,Goldbach and Euler,Time limit,C++,10.000,-,2011-02-26 22:40
10311,Goldbach and Euler,Compile error,C++,0.000,-,2011-02-26 22:38
11462,Age Sort,Accepted,C++,0.900,5906,2011-02-26 00:15
11462,Age Sort,PresentationE,C++,0.892,-,2011-02-26 00:12
11462,Age Sort,Wrong answer,C++,0.460,-,2011-02-26 00:09
10812,Beat the Spread!,Wrong answer,C++,0.016,-,2011-02-25 19:28
10812,Beat the Spread!,Wrong answer,C++,0.012,-,2011-02-25 19:18
100,The 3n + 1 problem,Wrong answer,C++,0.600,-,2011-02-25 19:04
10110,Light, more light,Wrong answer,C++,0.032,-,2011-02-25 12:18
11854,Egypt,Accepted,C++,0.012,3868,2011-02-25 12:01
10929,You can say 11,Accepted,C++,0.080,5651,2011-02-25 09:42
10929,You can say 11,Wrong answer,C++,0.016,-,2011-02-25 09:36
10929,You can say 11,Wrong answer,C++,0.072,-,2011-02-25 09:34
10533,Digit Primes,Time limit,C++,3.000,-,2011-02-25 09:22
11854,Egypt,Wrong answer,C++,0.012,-,2011-02-24 23:27
11417,GCD,Accepted,C++,0.188,2955,2011-02-24 23:03
10405,Longest Common Subsequence,Runtime error,C++,0.000,-,2011-02-24 22:39
10405,Longest Common Subsequence,Runtime error,C++,0.000,-,2011-02-24 22:37
10405,Longest Common Subsequence,Runtime error,C++,0.000,-,2011-02-24 22:36
530,Binomial Showdown,Accepted,C++,0.012,5523,2011-02-24 22:26
530,Binomial Showdown,Wrong answer,C++,0.012,-,2011-02-24 22:23
10948,The primary problem,Time limit,C++,3.000,-,2011-02-24 18:16
11462,Age Sort,Runtime error,C++,0.000,-,2011-02-23 21:20
10789,Prime Frequency,Accepted,C++,0.032,2585,2011-02-23 21:10
10789,Prime Frequency,Runtime error,C++,0.000,-,2011-02-23 21:07
10789,Prime Frequency,Runtime error,C++,0.000,-,2011-02-23 21:06
10533,Digit Primes,Time limit,C++,3.000,-,2011-02-23 20:17
10327,Flip Sort,Wrong answer,C++,0.108,-,2011-02-23 14:10
369,Combinations,Wrong answer,C++,0.012,-,2011-02-23 13:51
369,Combinations,Accepted,C++,0.016,5365,2011-02-19 16:57
10579,Fibonacci Numbers,Accepted,C++,0.044,1268,2011-02-19 13:34
369,Combinations,Wrong answer,C++,0.016,-,2011-02-19 13:28
10494,If We Were a Child Again,Accepted,C++,0.016,1763,2011-02-19 11:36
374,Big Mod,Accepted,C++,0.016,9096,2011-02-19 10:34
495,Fibonacci Freeze,Accepted,C++,0.064,468,2011-02-19 10:03
623,500!,Accepted,C++,0.052,531,2011-02-19 09:00
11462,Age Sort,Runtime error,C++,0.000,-,2011-02-19 00:37
11332,Summing Digits,Accepted,C++,0.016,7706,2011-02-19 00:06
11332,Summing Digits,Wrong answer,C++,0.016,-,2011-02-18 23:51
100,The 3n + 1 problem,Wrong answer,C++,0.228,-,2011-02-18 20:34
100,The 3n + 1 problem,Wrong answer,C++,0.268,-,2011-02-18 20:05
100,The 3n + 1 problem,Wrong answer,C++,0.268,-,2011-02-18 20:04
100,The 3n + 1 problem,Wrong answer,C++,0.276,-,2011-02-18 19:46
495,Fibonacci Freeze,Time limit,C++,3.000,-,2011-02-18 13:35
11713,Abstract Names,Accepted,C++,0.020,2910,2011-02-18 10:42
10970,Big Chocolate,Accepted,C++,0.048,4160,2011-02-18 09:30
10931,Parity,Accepted,C++,0.016,3367,2011-02-18 08:13
10696,f91,Accepted,C++,0.176,4716,2011-02-18 07:26
10696,f91,Wrong answer,C++,0.012,-,2011-02-18 07:21
10696,f91,Wrong answer,C++,0.012,-,2011-02-18 07:17
686,Goldbach's Conjecture (II),Accepted,C++,0.028,3324,2011-02-18 07:00
10924,Prime Words,Accepted,C++,0.012,5516,2011-02-18 01:18
10924,Prime Words,Wrong answer,C++,0.012,-,2011-02-18 01:07
10370,Above Average,Accepted,C++,0.024,12894,2011-02-18 00:45
10340,All in All,Accepted,C++,0.016,6170,2011-02-17 23:58
10340,All in All,Runtime error,C++,0.000,-,2011-02-17 23:56
10340,All in All,Runtime error,C++,0.000,-,2011-02-17 23:50
10340,All in All,Runtime error,C++,0.000,-,2011-02-17 23:47
621,Secret Research,Wrong answer,C++,0.016,-,2011-02-17 21:27
621,Secret Research,Wrong answer,C++,0.012,-,2011-02-17 21:14
621,Secret Research,Wrong answer,C++,0.012,-,2011-02-17 21:12
621,Secret Research,Wrong answer,C++,0.020,-,2011-02-17 21:11
11192,Group Reverse,Accepted,C++,0.020,4430,2011-02-17 19:42
369,Combinations,Wrong answer,C++,0.016,-,2011-02-16 21:55
369,Combinations,Wrong answer,C++,0.020,-,2011-02-16 21:35
579,Clock Hands,Wrong answer,C++,0.044,-,2011-02-16 19:58
378,Intersecting Lines,Accepted,C++,0.012,2379,2011-02-16 14:10
378,Intersecting Lines,Wrong answer,C++,0.020,-,2011-02-16 14:09
378,Intersecting Lines,Accepted,C++,0.012,2378,2011-02-16 14:04
378,Intersecting Lines,Wrong answer,C++,0.064,-,2011-02-16 14:02
378,Intersecting Lines,Wrong answer,C++,0.020,-,2011-02-16 13:54
378,Intersecting Lines,Wrong answer,C++,0.012,-,2011-02-16 13:01
378,Intersecting Lines,Wrong answer,C++,0.016,-,2011-02-16 12:40
378,Intersecting Lines,Compile error,C++,0.000,-,2011-02-16 12:39
378,Intersecting Lines,Wrong answer,C++,0.008,-,2011-02-16 12:29
100,The 3n + 1 problem,Time limit,C++,3.000,-,2011-02-16 00:56
623,500!,Time limit,C++,3.000,-,2011-02-16 00:39
623,500!,Time limit,C++,3.000,-,2011-02-16 00:28
623,500!,Wrong answer,C++,0.072,-,2011-02-16 00:10
10533,Digit Primes,Time limit,C++,3.000,-,2011-02-15 23:35
748,Exponentiation,Accepted,C++,0.024,2107,2011-02-15 22:12
758,The Same Game,Time limit,C++,3.000,-,2011-02-15 22:11
10533,Digit Primes,Time limit,C++,3.000,-,2011-02-15 13:30
10533,Digit Primes,Time limit,C++,3.000,-,2011-02-14 20:44
10533,Digit Primes,Time limit,C++,3.000,-,2011-02-14 20:44
371,Ackermann Functions,Wrong answer,C++,0.136,-,2011-02-14 18:43
136,Ugly Numbers,Accepted,C++,0.012,11272,2011-02-14 18:29
136,Ugly Numbers,Wrong answer,C++,0.016,-,2011-02-14 18:26
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-14 16:00
100,The 3n + 1 problem,Wrong answer,C++,0.268,-,2011-02-13 20:42
100,The 3n + 1 problem,Wrong answer,C++,0.276,-,2011-02-13 20:38
113,Power of Cryptography,Accepted,C++,0.020,11773,2011-02-13 18:12
113,Power of Cryptography,Wrong answer,C++,0.012,-,2011-02-13 18:05
10220,I Love Big Numbers !,Accepted,C++,0.168,2786,2011-02-12 23:03
579,Clock Hands,Wrong answer,C++,0.044,-,2011-02-12 21:41
10323,Factorial! You Must be Kidding!!!,Accepted,C++,0.020,1644,2011-02-12 21:12
10110,Light, more light,Wrong answer,C++,0.028,-,2011-02-12 20:27
11877,The Coco-Cola Store,Time limit,C++,1.000,-,2011-02-12 19:14
11877,The Coco-Cola Store,Time limit,C++,1.000,-,2011-02-12 19:04
10346,Peter's Smokes,Accepted,C++,0.012,8467,2011-02-12 17:32
324,Factorial Frequencies,Accepted,C++,0.016,2345,2011-02-11 23:46
324,Factorial Frequencies,Time limit,C++,3.000,-,2011-02-11 23:43
272,TEX Quotes,Accepted,C++,0.012,9068,2011-02-11 22:29
272,TEX Quotes,Compile error,C++,0.000,-,2011-02-11 22:26
272,TEX Quotes,Wrong answer,C++,0.016,-,2011-02-11 22:15
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-11 16:24
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-11 16:22
10469,To Carry or not to Carry,Accepted,C++,0.016,8003,2011-02-11 15:47
591,Box of Bricks,Time limit,C++,3.000,-,2011-02-10 23:48
591,Box of Bricks,Accepted,C++,0.016,13787,2011-02-10 23:45
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-10 22:33
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-10 22:22
100,The 3n + 1 problem,Compile error,C++,0.000,-,2011-02-10 22:17
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-10 21:53
100,The 3n + 1 problem,Runtime error,C++,0.000,-,2011-02-10 21:48
621,Secret Research,Time limit,C++,3.000,-,2011-02-10 19:29
579,Clock Hands,Wrong answer,C++,0.024,-,2011-02-10 18:35
579,Clock Hands,Wrong answer,C++,0.024,-,2011-02-10 18:27
579,Clock Hands,Runtime error,C++,0.000,-,2011-02-10 18:19
406,Prime Cuts,Accepted,C++,0.324,3734,2011-02-10 16:06
11185,Ternary,Accepted,C++,0.016,5233,2011-02-09 18:03
11192,Group Reverse,Wrong answer,C++,0.016,-,2011-02-09 17:47
11192,Group Reverse,Wrong answer,C++,0.016,-,2011-02-09 17:34
11479,Is this the easiest problem?,Accepted,C++,0.020,5734,2011-02-09 16:14
